URL_ID,URL,POSITIVE SCORE,NEGATIVE SCORE,POLARITY SCORE,SUBJECTIVITY SCORE,AVG SENTENCE LENGTH,PERCENTAGE OF COMPLEX WORDS,FOG INDEX,AVG NUMBER OF WORDS PER SENTENCE,COMPLEX WORD COUNT,WORD COUNT,SYLLABLE PER WORD,PERSONAL PRONOUNS,AVG WORD LENGTH
blackassign0016,https://insights.blackcoffer.com/rise-of-telemedicine-and-its-impact-on-livelihood-by-2040-2-2/,42.0,28,0.19999999714285718,0.07407407399568881,14.285714285714286,,,14.285714285714286,485.0,897.0,3.154589371980676,7.0,7.222965440356745
blackassign0017,https://insights.blackcoffer.com/rise-of-chatbots-and-its-impact-on-customer-support-by-the-year-2040/,50.0,13,0.58730157797934,0.07159090900955578,11.666666666666666,,,11.666666666666666,427.0,804.0,2.958005249343832,6.0,7.266169154228856
blackassign0018,https://insights.blackcoffer.com/rise-of-e-health-and-its-imapct-on-humans-by-the-year-2030/,40.0,11,0.5686274398308345,0.0588235293439175,14.518518518518519,,,14.518518518518519,462.0,781.0,2.958005249343832,2.0,7.414852752880922
blackassign0019,https://insights.blackcoffer.com/how-does-marketing-influence-businesses-and-consumers/,67.0,7,0.8108107998539081,0.06197654936182868,10.92,,,10.92,594.0,1084.0,2.8185745140388767,5.0,7.296125461254612
blackassign0020,https://insights.blackcoffer.com/how-advertisement-increase-your-market-value/,15.0,1,0.8749999453125034,0.03712296975145483,13.89655172413793,,,13.89655172413793,207.0,403.0,2.8185745140388767,2.0,7.163771712158809
blackassign0021,https://insights.blackcoffer.com/negative-effects-of-marketing-on-society/,30.0,48,-0.23076922781065093,0.09431680762476807,13.836363636363636,,,13.836363636363636,445.0,758.0,2.9244306418219463,7.0,7.410290237467018
blackassign0022,https://insights.blackcoffer.com/how-advertisement-marketing-affects-business/,20.0,11,0.29032257127991706,0.07828282808514438,10.878787878787879,,,10.878787878787879,184.0,357.0,2.9244306418219463,5.0,7.285714285714286
blackassign0023,https://insights.blackcoffer.com/rising-it-cities-will-impact-the-economy-environment-infrastructure-and-city-life-by-the-year-2035/,38.0,16,0.4074073998628259,0.05476673422437451,13.514705882352942,,,13.514705882352942,461.0,916.0,2.9381625441696113,8.0,6.888646288209607
blackassign0024,https://insights.blackcoffer.com/rise-of-ott-platform-and-its-impact-on-entertainment-industry-by-the-year-2030/,31.0,4,0.7714285493877557,0.06542056062538212,17.107142857142858,,,17.107142857142858,263.0,478.0,2.9381625441696113,2.0,7.135983263598327
blackassign0025,https://insights.blackcoffer.com/rise-of-electric-vehicles-and-its-impact-on-livelihood-by-2040/,27.0,12,0.384615374753452,0.04961832054755939,16.84090909090909,,,16.84090909090909,308.0,741.0,2.9936170212765956,5.0,6.483130904183536
blackassign0026,https://insights.blackcoffer.com/rise-of-electric-vehicle-and-its-impact-on-livelihood-by-the-year-2040/,31.0,15,0.34782607939508525,0.0594315244710187,12.814814814814815,,,12.814814814814815,343.0,691.0,2.9936170212765956,2.0,6.934876989869754
blackassign0027,https://insights.blackcoffer.com/oil-prices-by-the-year-2040-and-how-it-will-impact-the-world-economy/,34.0,27,0.11475409647944104,0.06900452480881841,14.35,,,14.35,371.0,854.0,2.6943699731903483,20.0,6.501170960187354
blackassign0028,https://insights.blackcoffer.com/an-outlook-of-healthcare-by-the-year-2040-and-how-it-will-impact-human-lives/,41.0,27,0.20588234991349486,0.07962529264680879,15.27450980392157,,,15.27450980392157,399.0,779.0,2.6943699731903483,8.0,7.219512195121951
blackassign0029,https://insights.blackcoffer.com/ai-in-healthcare-to-improve-patient-outcomes/,73.0,35,0.3518518485939644,0.07764198412822286,15.851851851851851,,,15.851851851851851,708.0,1283.0,2.712344280860702,2.0,7.279033515198753
blackassign0030,https://insights.blackcoffer.com/what-if-the-creation-is-taking-over-the-creator/,68.0,39,0.27102803485020527,0.10829959503208543,12.283783783783784,,,12.283783783783784,414.0,902.0,2.712344280860702,7.0,6.6906873614190685
blackassign0031,https://insights.blackcoffer.com/what-jobs-will-robots-take-from-humans-in-the-future/,73.0,39,0.3035714258609694,0.09076175033163553,12.842696629213483,,,12.842696629213483,645.0,1138.0,2.712344280860702,3.0,7.305799648506151
blackassign0032,https://insights.blackcoffer.com/will-machine-replace-the-human-in-the-future-of-work/,71.0,28,0.43434342995612696,0.09537572245146847,11.839080459770114,,,11.839080459770114,451.0,1023.0,2.712344280860702,18.0,6.573802541544477
blackassign0033,https://insights.blackcoffer.com/will-ai-replace-us-or-work-with-us/,66.0,23,0.4831460619871229,0.07632933098084962,13.176470588235293,,,13.176470588235293,517.0,1111.0,2.7455242966751916,13.0,6.875787578757876
blackassign0034,https://insights.blackcoffer.com/man-and-machines-together-machines-are-more-diligent-than-humans-blackcoffe/,52.0,24,0.3684210477839336,0.08539325833101881,13.813559322033898,,,13.813559322033898,388.0,810.0,2.7455242966751916,19.0,6.9185185185185185
blackassign0035,https://insights.blackcoffer.com/in-future-or-in-upcoming-years-humans-and-machines-are-going-to-work-together-in-every-field-of-work/,35.0,13,0.45833332378472247,0.07384615373254438,11.2,,,11.2,274.0,556.0,2.8414154652686765,8.0,6.9928057553956835
blackassign0036,https://insights.blackcoffer.com/how-neural-networks-can-be-applied-in-various-areas-in-the-future/,45.0,14,0.5254237199080726,0.10225303275172784,13.575,,,13.575,247.0,539.0,2.8414154652686765,3.0,6.701298701298701
blackassign0037,https://insights.blackcoffer.com/how-machine-learning-will-affect-your-business/,75.0,42,0.28205127964058735,0.08429394806607064,14.988888888888889,,,14.988888888888889,652.0,1343.0,2.698706099815157,10.0,6.7535368577810875
blackassign0038,https://insights.blackcoffer.com/deep-learning-impact-on-areas-of-e-learning/,53.0,63,-0.08620689580856125,0.0819209038969485,11.942307692307692,,,11.942307692307692,583.0,1235.0,2.698706099815157,2.0,6.823481781376518
blackassign0039,https://insights.blackcoffer.com/how-to-protect-future-data-and-its-privacy-blackcoffer/,45.0,23,0.3235294070069205,0.0770975055815221,14.11864406779661,,,14.11864406779661,455.0,827.0,2.7092731829573933,9.0,7.351874244256348
blackassign0040,https://insights.blackcoffer.com/how-machines-ai-automations-and-robo-human-are-effective-in-finance-and-banking/,39.0,29,0.14705882136678206,0.07090719492084756,11.571428571428571,,,11.571428571428571,403.0,888.0,2.7092731829573933,7.0,6.623873873873874
blackassign0041,https://insights.blackcoffer.com/ai-human-robotics-machine-future-planet-blackcoffer-thinking-jobs-workplace/,70.0,25,0.47368420554016627,0.09803921558509884,12.275,,,12.275,471.0,979.0,2.779840848806366,33.0,6.827374872318693
blackassign0042,https://insights.blackcoffer.com/how-ai-will-change-the-world-blackcoffer/,74.0,23,0.5257731904559465,0.08730873079450159,12.2,,,12.2,499.0,1034.0,2.779840848806366,12.0,6.852998065764023
blackassign0043,https://insights.blackcoffer.com/future-of-work-how-ai-has-entered-the-workplace/,34.0,1,0.9428571159183682,0.06916996033760878,17.307692307692307,,,17.307692307692307,253.0,450.0,2.7429378531073447,1.0,7.375555555555556
blackassign0044,https://insights.blackcoffer.com/ai-tool-alexa-google-assistant-finance-banking-tool-future/,86.0,40,0.36507936218190984,0.1276595743387441,90.25,,,90.25,492.0,1083.0,2.7429378531073447,16.0,6.624192059095106
blackassign0046,https://insights.blackcoffer.com/all-you-need-to-know-about-online-marketing/,28.0,1,0.9310344506539844,0.045886075876762536,11.63265306122449,,,11.63265306122449,313.0,567.0,2.6561443066516346,1.0,7.061728395061729
blackassign0047,https://insights.blackcoffer.com/evolution-of-advertising-industry/,22.0,7,0.5172413614744358,0.045886075876762536,12.466666666666667,,,12.466666666666667,314.0,558.0,2.6561443066516346,1.0,7.521505376344086
blackassign0048,https://insights.blackcoffer.com/how-data-analytics-can-help-your-business-respond-to-the-impact-of-covid-19/,8.0,4,0.3333333055555579,0.04332129948259459,23.181818181818183,,,23.181818181818183,136.0,254.0,2.7663755458515285,3.0,7.362204724409449
blackassign0049,https://insights.blackcoffer.com/covid-19-environmental-impact-for-the-future/,32.0,69,-0.366336630036271,0.10120240470821402,14.85483870967742,,,14.85483870967742,470.0,916.0,2.7663755458515285,3.0,6.958515283842795
blackassign0050,https://insights.blackcoffer.com/environmental-impact-of-the-covid-19-pandemic-lesson-for-the-future/,25.0,16,0.21951218976799539,0.06754530466631746,15.305555555555555,,,15.305555555555555,265.0,550.0,2.4702549575070822,4.0,6.88
blackassign0051,https://insights.blackcoffer.com/how-data-analytics-and-ai-are-used-to-halt-the-covid-19-pandemic/,66.0,39,0.2571428546938776,0.0871369293882681,11.778947368421052,,,11.778947368421052,514.0,1112.0,2.4702549575070822,10.0,6.858812949640288
blackassign0052,https://insights.blackcoffer.com/difference-between-artificial-intelligence-machine-learning-statistics-and-data-mining/,49.0,4,0.8490565877536493,0.09249563683683135,10.673469387755102,,,10.673469387755102,275.0,522.0,2.675799086757991,5.0,7.091954022988506
blackassign0053,https://insights.blackcoffer.com/how-python-became-the-first-choice-for-data-science/,13.0,2,0.7333332844444478,0.03731343274300141,17.761904761904763,,,17.761904761904763,174.0,373.0,2.675799086757991,1.0,6.865951742627346
blackassign0054,https://insights.blackcoffer.com/how-google-fit-measure-heart-and-respiratory-rates-using-a-phone/,30.0,9,0.5384615246548328,0.059541984641920634,15.538461538461538,,,15.538461538461538,284.0,601.0,2.4750304506699146,5.0,6.632279534109817
blackassign0055,https://insights.blackcoffer.com/what-is-the-future-of-mobile-apps/,21.0,9,0.3999999866666671,0.060240963734455893,17.28,,,17.28,218.0,431.0,2.4750304506699146,2.0,7.099767981438515
blackassign0056,https://insights.blackcoffer.com/impact-of-ai-in-health-and-medicine/,23.0,10,0.3939393820018369,0.0884718496287618,10.59375,,,10.59375,181.0,336.0,2.747340425531915,1.0,7.428571428571429
blackassign0057,https://insights.blackcoffer.com/telemedicine-what-patients-like-and-dislike-about-it/,13.0,1,0.8571427959183717,0.05035971204906579,17.0,,,17.0,137.0,238.0,2.747340425531915,3.0,7.605042016806722
blackassign0059,https://insights.blackcoffer.com/can-robots-tackle-late-life-loneliness/,31.0,38,-0.10144927389203952,0.11004784671443725,9.728813559322035,,,9.728813559322035,246.0,566.0,2.752184273232724,14.0,6.6855123674911665
blackassign0060,https://insights.blackcoffer.com/embedding-care-robots-into-society-socio-technical-considerations/,17.0,3,0.6999999650000017,0.07220216580432431,17.857142857142858,,,17.857142857142858,130.0,249.0,2.752184273232724,2.0,7.140562248995984
blackassign0061,https://insights.blackcoffer.com/management-challenges-for-future-digitalization-of-healthcare-services/,41.0,12,0.5471698009967962,0.0860389608992874,12.590909090909092,,,12.590909090909092,322.0,552.0,2.51511758118701,1.0,7.47463768115942
blackassign0062,https://insights.blackcoffer.com/are-we-any-closer-to-preventing-a-nuclear-holocaust/,9.0,8,0.05882352595155729,0.067999999728,18.833333333333332,,,18.833333333333332,120.0,224.0,2.51511758118701,5.0,7.241071428571429
blackassign0063,https://insights.blackcoffer.com/will-technology-eliminate-the-need-for-animal-testing-in-drug-development/,17.0,26,-0.20930232071389954,0.12285714250612245,14.041666666666666,,,14.041666666666666,164.0,328.0,2.743816254416961,6.0,7.067073170731708
blackassign0064,https://insights.blackcoffer.com/will-we-ever-understand-the-nature-of-consciousness/,34.0,50,-0.1904761882086168,0.06757843920548798,14.487179487179487,,,14.487179487179487,595.0,1126.0,2.743816254416961,17.0,7.359680284191829
blackassign0065,https://insights.blackcoffer.com/will-we-ever-colonize-outer-space/,50.0,24,0.3513513466033602,0.07081339706142258,14.0,,,14.0,448.0,1039.0,2.5356435643564357,19.0,6.609239653512994
blackassign0066,https://insights.blackcoffer.com/what-is-the-chance-homo-sapiens-will-survive-for-the-next-500-years/,42.0,27,0.21739130119722752,0.0645463048975245,13.26027397260274,,,13.26027397260274,420.0,965.0,2.5356435643564357,17.0,6.623834196891192
blackassign0067,https://insights.blackcoffer.com/why-does-your-business-need-a-chatbot/,32.0,8,0.5999999850000004,0.06600660055114423,7.577464788732394,,,7.577464788732394,255.0,529.0,2.565377532228361,1.0,6.858223062381852
blackassign0068,https://insights.blackcoffer.com/how-you-lead-a-project-or-a-team-without-any-technical-expertise/,48.0,8,0.7142857015306125,0.06549707594678704,13.290322580645162,,,13.290322580645162,382.0,821.0,2.565377532228361,5.0,6.707673568818514
blackassign0069,https://insights.blackcoffer.com/can-you-be-great-leader-without-technical-expertise/,38.0,7,0.6888888735802473,0.1133501256590677,18.19047619047619,,,18.19047619047619,195.0,380.0,2.5497512437810945,9.0,6.997368421052632
blackassign0070,https://insights.blackcoffer.com/how-does-artificial-intelligence-affect-the-environment/,49.0,17,0.4848484775022958,0.05744125321371518,14.930555555555555,,,14.930555555555555,536.0,1071.0,2.5497512437810945,8.0,6.907563025210084
blackassign0071,https://insights.blackcoffer.com/how-to-overcome-your-fear-of-making-mistakes-2/,29.0,72,-0.42574257004215277,0.1449067429771783,8.972972972972974,,,8.972972972972974,316.0,656.0,2.5959780621572213,12.0,6.765243902439025
blackassign0072,https://insights.blackcoffer.com/is-perfection-the-greatest-enemy-of-productivity/,72.0,24,0.49999999479166674,0.11851851837219936,9.4625,,,9.4625,293.0,751.0,2.5959780621572213,6.0,6.500665778961385
blackassign0073,https://insights.blackcoffer.com/global-financial-crisis-2008-causes-effects-and-its-solution/,30.0,35,-0.07692307573964499,0.08280254766521969,14.392156862745098,,,14.392156862745098,284.0,732.0,2.454887218045113,1.0,6.423497267759563
blackassign0074,https://insights.blackcoffer.com/gender-diversity-and-equality-in-the-tech-industry/,31.0,24,0.12727272495867772,0.06387921014648175,10.722222222222221,,,10.722222222222221,393.0,768.0,2.454887218045113,7.0,7.111979166666667
blackassign0075,https://insights.blackcoffer.com/how-to-overcome-your-fear-of-making-mistakes/,28.0,78,-0.471698108757565,0.14804469253066382,9.728571428571428,,,9.728571428571428,327.0,671.0,2.611320754716981,14.0,6.779433681073026
blackassign0076,https://insights.blackcoffer.com/how-small-business-can-survive-the-coronavirus-crisis/,26.0,12,0.36842104293628836,0.06773618526250234,13.421052631578947,,,13.421052631578947,248.0,508.0,2.611320754716981,6.0,6.81496062992126
blackassign0077,https://insights.blackcoffer.com/impacts-of-covid-19-on-vegetable-vendors-and-food-stalls/,16.0,7,0.39130433081285515,0.0660919538330691,20.4,,,20.4,150.0,305.0,2.4939073923639317,1.0,7.140983606557377
blackassign0078,https://insights.blackcoffer.com/impacts-of-covid-19-on-vegetable-vendors/,33.0,19,0.2692307640532545,0.08163265293307276,20.785714285714285,,,20.785714285714285,282.0,581.0,2.4939073923639317,1.0,7.130808950086059
blackassign0079,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-tourism-aviation-industries/,28.0,33,-0.08196721177102932,0.06703296695930443,13.564516129032258,,,13.564516129032258,391.0,837.0,2.7572463768115942,6.0,6.78494623655914
blackassign0080,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-sports-events-around-the-world/,44.0,12,0.57142856122449,0.02030456852055672,9.264822134387352,,,9.264822134387352,918.0,2342.0,2.7572463768115942,1.0,6.177198975234842
blackassign0081,https://insights.blackcoffer.com/changing-landscape-and-emerging-trends-in-the-indian-it-ites-industry/,41.0,49,-0.08888888790123459,0.0790861159234744,12.25,,,12.25,532.0,1073.0,2.5646100116414434,11.0,6.91425908667288
blackassign0082,https://insights.blackcoffer.com/online-gaming-adolescent-online-gaming-effects-demotivated-depression-musculoskeletal-and-psychosomatic-symptoms/,37.0,65,-0.27450980123029606,0.08740359889682639,15.835820895522389,,,15.835820895522389,593.0,1061.0,2.5646100116414434,1.0,7.183788878416588
blackassign0083,https://insights.blackcoffer.com/human-rights-outlook/,11.0,2,0.6923076390532585,0.05158730138259007,20.272727272727273,,,20.272727272727273,115.0,222.0,2.574074074074074,3.0,7.171171171171171
blackassign0084,https://insights.blackcoffer.com/how-voice-search-makes-your-business-a-successful-business/,36.0,5,0.7560975425342064,0.06047197631198824,14.952380952380953,,,14.952380952380953,296.0,625.0,2.574074074074074,2.0,6.6848
blackassign0085,https://insights.blackcoffer.com/how-the-covid-19-crisis-is-redefining-jobs-and-services/,45.0,35,0.12499999843750002,0.07448789564759041,8.770491803278688,,,8.770491803278688,491.0,1059.0,2.647761194029851,6.0,6.878186968838527
blackassign0086,https://insights.blackcoffer.com/how-to-increase-social-media-engagement-for-marketers/,56.0,15,0.5774647805990876,0.0615251299293543,12.188888888888888,,,12.188888888888888,535.0,1091.0,2.647761194029851,6.0,6.765352887259395
blackassign0087,https://insights.blackcoffer.com/impacts-of-covid-19-on-streets-sides-food-stalls/,38.0,34,0.05555555478395063,0.08888888877914952,14.96078431372549,,,14.96078431372549,342.0,757.0,2.84009009009009,4.0,6.7701453104359315
blackassign0088,https://insights.blackcoffer.com/coronavirus-impact-on-energy-markets-2/,24.0,45,-0.3043478216761185,0.05137751299227288,14.935897435897436,,,14.935897435897436,557.0,1165.0,2.84009009009009,2.0,6.982832618025751
blackassign0089,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-5/,24.0,43,-0.2835820853196704,0.08909574456237268,13.0,,,13.0,325.0,689.0,2.513692162417375,4.0,6.90566037735849
blackassign0090,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-4/,44.0,48,-0.04347826039697543,0.11330049247130482,10.302631578947368,,,10.302631578947368,371.0,776.0,2.513692162417375,28.0,6.795103092783505
blackassign0091,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work-2/,31.0,28,0.050847456765297346,0.08049113222306803,18.26829268292683,,,18.26829268292683,359.0,747.0,2.6476868327402134,13.0,6.85809906291834
blackassign0092,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work-3/,29.0,42,-0.18309858897044243,0.07092907085821272,13.772727272727273,,,13.772727272727273,406.0,899.0,2.6476868327402134,3.0,6.854282536151279
blackassign0093,https://insights.blackcoffer.com/travel-and-tourism-outlook/,12.0,4,0.4999999687500019,0.057971014282713715,19.0,,,19.0,124.0,246.0,2.7431693989071038,3.0,7.012195121951219
blackassign0094,https://insights.blackcoffer.com/gaming-disorder-and-effects-of-gaming-on-health/,40.0,47,-0.0804597691901176,0.10320284685266566,11.909090909090908,,,11.909090909090908,353.0,780.0,2.7431693989071038,12.0,6.685897435897436
blackassign0095,https://insights.blackcoffer.com/what-is-the-repercussion-of-the-environment-due-to-the-covid-19-pandemic-situation/,16.0,26,-0.238095232426304,0.06988352733796419,13.842105263157896,,,13.842105263157896,248.0,519.0,2.752,5.0,6.840077071290944
blackassign0096,https://insights.blackcoffer.com/what-is-the-repercussion-of-the-environment-due-to-the-covid-19-pandemic-situation-2/,35.0,58,-0.2473118252977223,0.11097852015396358,14.214285714285714,,,14.214285714285714,400.0,796.0,2.752,3.0,7.155778894472362
blackassign0097,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-office-space-and-co-working-industries/,30.0,36,-0.09090908953168046,0.09374999986683238,15.386363636363637,,,15.386363636363637,317.0,675.0,2.601553829078801,6.0,6.717037037037037
blackassign0098,https://insights.blackcoffer.com/contribution-of-handicrafts-visual-arts-literature-in-the-indian-economy/,9.0,1,0.7999999200000081,0.034246575225182964,27.22222222222222,,,27.22222222222222,133.0,245.0,2.601553829078801,1.0,7.26530612244898
blackassign0099,https://insights.blackcoffer.com/how-covid-19-is-impacting-payment-preferences/,20.0,4,0.66666663888889,0.04858299585307086,13.558823529411764,,,13.558823529411764,194.0,458.0,2.6240601503759398,4.0,6.606986899563319
blackassign0100,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-2/,37.0,55,-0.19565217178638944,0.12777777760030865,17.756756756756758,,,17.756756756756758,331.0,656.0,2.6240601503759398,4.0,7.161585365853658
